state,date,daily_cases,percentage
Alabama,2020-04-19,190.0,7.0
Alabama,2020-04-26,200.0,16.0
Alabama,2020-05-03,201.0,22.0
Alabama,2020-05-10,283.0,33.0
Alabama,2020-05-17,304.0,38.0
Alabama,2020-05-24,364.0,40.0
Alabama,2020-05-31,486.0,45.0
Alabama,2020-06-07,325.0,41.0
Alabama,2020-06-14,711.0,60.0
Alabama,2020-06-21,549.0,61.0
Alabama,2020-06-28,989.0,38.0
Alabama,2020-07-05,1086.0,46.0
Alabama,2020-07-12,1473.0,40.0
Alabama,2020-07-19,1979.0,44.0
Alabama,2020-07-26,1552.0,37.0
Alabama,2020-08-02,1760.0,34.0
Alabama,2020-08-09,1159.0,45.0
Alabama,2020-08-16,925.0,30.0
Alabama,2020-08-23,1281.0,29.0
Alabama,2020-08-30,1276.0,15.0
Alabama,2020-09-06,985.0,32.0
Alabama,2020-09-13,969.0,38.0
Alabama,2020-09-20,810.0,29.0
Alabama,2020-09-27,877.0,21.0
Alabama,2020-10-04,955.0,19.0
Alabama,2020-10-11,801.0,18.0
Alabama,2020-10-18,1100.0,23.0
Alabama,2020-10-25,1264.0,20.0
Alabama,2020-11-01,1338.0,12.0
Alabama,2020-11-08,1423.0,11.0
Alabama,2020-11-15,2000.0,9.0
Alabama,2020-11-22,2335.0,3.0
Alabama,2020-11-29,2119.0,3.0
Alabama,2020-12-06,3390.0,-10.0
Alabama,2020-12-13,3853.0,-4.0
Alabama,2020-12-20,4107.0,-15.0
Alabama,2020-12-27,3625.0,2.0
Alabama,2021-01-03,3907.0,-2.0
Alabama,2021-01-10,4863.0,-22.0
Alabama,2021-01-17,3147.0,-17.0
Alabama,2021-01-24,2881.0,-10.0
Alabama,2021-01-31,2848.0,-12.0
Alabama,2021-02-07,2078.0,-21.0
Alabama,2021-02-14,1189.0,-28.0
Alabama,2021-02-21,847.0,-28.0
Alaska,2020-04-19,7.0,19.0
Alaska,2020-04-26,2.0,27.0
Alaska,2020-05-03,4.0,60.0
Alaska,2020-05-10,2.0,81.0
Alaska,2020-05-17,0.0,113.0
Alaska,2020-05-24,1.0,95.0
Alaska,2020-05-31,2.0,142.0
Alaska,2020-06-07,12.0,138.0
Alaska,2020-06-14,17.0,177.0
Alaska,2020-06-21,12.0,147.0
Alaska,2020-06-28,18.0,148.0
Alaska,2020-07-05,38.0,215.0
Alaska,2020-07-12,42.0,169.0
Alaska,2020-07-19,60.0,192.0
Alaska,2020-07-26,79.0,182.0
Alaska,2020-08-02,109.0,187.5
Alaska,2020-08-09,54.0,184.0
Alaska,2020-08-16,83.0,175.0
Alaska,2020-08-23,,
Alaska,2020-08-30,,
Alaska,2020-09-06,,
Alaska,2020-09-13,103.0,186.0
Alaska,2020-09-20,75.0,99.0
Alaska,2020-09-27,93.0,73.0
Alaska,2020-10-04,124.0,58.0
Alaska,2020-10-11,177.0,57.0
Alaska,2020-10-18,191.0,35.0
Alaska,2020-10-25,220.0,26.0
Alaska,2020-11-01,386.0,6.0
Alaska,2020-11-08,391.0,-5.0
Alaska,2020-11-15,520.0,-2.0
Alaska,2020-11-22,585.0,-7.0
Alaska,2020-11-29,590.0,-6.0
Alaska,2020-12-06,687.0,-10.0
Alaska,2020-12-13,591.0,-5.0
Alaska,2020-12-20,430.0,-6.0
Alaska,2020-12-27,276.0,3.0
Alaska,2021-01-03,302.0,6.0
Alaska,2021-01-10,319.0,-6.0
Alaska,2021-01-17,260.0,-4.0
Alaska,2021-01-24,212.0,-2.0
Alaska,2021-01-31,165.0,3.0
Alaska,2021-02-07,135.0,-1.0
Alaska,2021-02-14,154.0,-3.0
Alaska,2021-02-21,63.0,-1.0
Arizona,2020-04-19,209.0,-17.0
Arizona,2020-04-26,229.0,-17.5
Arizona,2020-05-03,254.0,-19.0
Arizona,2020-05-10,381.0,-18.0
Arizona,2020-05-17,458.0,-10.0
Arizona,2020-05-24,330.0,2.0
Arizona,2020-05-31,454.0,-9.0
Arizona,2020-06-07,1012.0,-16.0
Arizona,2020-06-14,1538.0,-7.0
Arizona,2020-06-21,2341.0,-7.0
Arizona,2020-06-28,3091.0,-12.0
Arizona,2020-07-05,3796.0,-9.0
Arizona,2020-07-12,3536.0,-17.0
Arizona,2020-07-19,3257.0,-19.0
Arizona,2020-07-26,2359.0,-14.0
Arizona,2020-08-02,2339.0,-18.0
Arizona,2020-08-09,1397.0,-15.0
Arizona,2020-08-16,927.0,-19.0
Arizona,2020-08-23,723.0,-24.0
Arizona,2020-08-30,519.0,-22.0
Arizona,2020-09-06,519.0,-15.0
Arizona,2020-09-13,461.0,-8.0
Arizona,2020-09-20,609.0,-11.0
Arizona,2020-09-27,470.0,-18.0
Arizona,2020-10-04,551.0,-18.0
Arizona,2020-10-11,683.0,-11.0
Arizona,2020-10-18,738.0,-11.0
Arizona,2020-10-25,975.0,-11.0
Arizona,2020-11-01,1315.0,-17.0
Arizona,2020-11-08,1679.0,-16.0
Arizona,2020-11-15,2030.0,-19.0
Arizona,2020-11-22,3206.0,-19.0
Arizona,2020-11-29,4136.0,-16.0
Arizona,2020-12-06,5442.0,-26.0
Arizona,2020-12-13,5376.0,-28.0
Arizona,2020-12-20,5817.0,-31.0
Arizona,2020-12-27,6106.0,-26.0
Arizona,2021-01-03,7718.0,-18.0
Arizona,2021-01-10,9913.0,-26.0
Arizona,2021-01-17,8715.0,-25.0
Arizona,2021-01-24,6981.0,-30.0
Arizona,2021-01-31,5119.0,-31.0
Arizona,2021-02-07,3741.0,-21.0
Arizona,2021-02-14,1977.0,-18.0
Arizona,2021-02-21,1338.0,-18.0
Arkansas,2020-04-19,71.0,23.0
Arkansas,2020-04-26,201.5,34.5
Arkansas,2020-05-03,66.0,51.0
Arkansas,2020-05-10,54.0,60.0
Arkansas,2020-05-17,115.0,40.0
Arkansas,2020-05-24,154.0,99.0
Arkansas,2020-05-31,151.0,80.0
Arkansas,2020-06-07,249.0,106.0
Arkansas,2020-06-14,340.0,129.0
Arkansas,2020-06-21,415.0,118.0
Arkansas,2020-06-28,595.0,105.0
Arkansas,2020-07-05,520.0,112.0
Arkansas,2020-07-12,734.0,93.0
Arkansas,2020-07-19,648.0,103.0
Arkansas,2020-07-26,728.0,100.0
Arkansas,2020-08-02,752.0,92.0
Arkansas,2020-08-09,784.0,110.0
Arkansas,2020-08-16,626.0,92.0
Arkansas,2020-08-23,673.0,82.0
Arkansas,2020-08-30,649.0,54.0
Arkansas,2020-09-06,496.5,66.5
Arkansas,2020-09-13,687.0,93.0
Arkansas,2020-09-20,870.0,103.0
Arkansas,2020-09-27,809.0,77.0
Arkansas,2020-10-04,807.0,73.0
Arkansas,2020-10-11,809.0,83.0
Arkansas,2020-10-18,883.0,78.0
Arkansas,2020-10-25,1155.0,61.0
Arkansas,2020-11-01,961.0,22.0
Arkansas,2020-11-08,1293.0,58.0
Arkansas,2020-11-15,1809.0,45.0
Arkansas,2020-11-22,1715.0,40.0
Arkansas,2020-11-29,1352.0,34.0
Arkansas,2020-12-06,2212.0,17.0
Arkansas,2020-12-13,2283.0,9.0
Arkansas,2020-12-20,2306.0,11.0
Arkansas,2020-12-27,1941.0,27.0
Arkansas,2021-01-03,2708.0,0.0
Arkansas,2021-01-10,2944.0,-3.0
Arkansas,2021-01-17,2543.0,5.0
Arkansas,2021-01-24,1613.0,9.0
Arkansas,2021-01-31,1777.0,-1.0
Arkansas,2021-02-07,1510.0,2.0
Arkansas,2021-02-14,954.0,-25.0
Arkansas,2021-02-21,320.0,-39.0
California,2020-04-19,1315.0,-36.0
California,2020-04-26,1905.0,-30.0
California,2020-05-03,1402.0,-23.0
California,2020-05-10,1674.0,-18.0
California,2020-05-17,1835.0,-16.0
California,2020-05-24,2169.0,-4.0
California,2020-05-31,2814.0,-5.0
California,2020-06-07,2746.0,-6.0
California,2020-06-14,3345.0,7.0
California,2020-06-21,4132.0,9.0
California,2020-06-28,5716.0,8.0
California,2020-07-05,7779.0,10.0
California,2020-07-12,8523.0,11.0
California,2020-07-19,8977.0,11.0
California,2020-07-26,9247.0,13.0
California,2020-08-02,7687.0,13.0
California,2020-08-09,5913.0,15.0
California,2020-08-16,5949.0,8.0
California,2020-08-23,5543.0,-5.0
California,2020-08-30,5391.0,-1.0
California,2020-09-06,4745.0,2.0
California,2020-09-13,3449.0,-15.0
California,2020-09-20,3597.0,-5.0
California,2020-09-27,3517.0,-7.0
California,2020-10-04,3150.0,-12.0
California,2020-10-11,3295.0,-11.0
California,2020-10-18,3050.0,-4.0
California,2020-10-25,4098.0,-10.0
California,2020-11-01,4365.0,-13.0
California,2020-11-08,5576.0,-19.0
California,2020-11-15,8230.0,-21.0
California,2020-11-22,12109.0,-25.0
California,2020-11-29,14479.0,-19.0
California,2020-12-06,19246.0,-25.0
California,2020-12-13,29520.0,-30.0
California,2020-12-20,44010.0,-29.0
California,2020-12-27,39525.0,-24.0
California,2021-01-03,36090.0,-19.0
California,2021-01-10,38962.0,-30.0
California,2021-01-17,39525.0,-24.0
California,2021-01-24,25073.0,-32.0
California,2021-01-31,19626.0,-42.0
California,2021-02-07,13315.0,-24.0
California,2021-02-14,9741.0,-23.0
California,2021-02-21,6113.0,-19.0
Colorado,2020-04-19,356.0,-27.0
Colorado,2020-04-26,565.0,12.5
Colorado,2020-05-03,442.0,40.0
Colorado,2020-05-10,457.0,33.0
Colorado,2020-05-17,328.0,36.0
Colorado,2020-05-24,305.0,62.0
Colorado,2020-05-31,296.0,65.0
Colorado,2020-06-07,255.0,74.0
Colorado,2020-06-14,164.0,96.0
Colorado,2020-06-21,169.0,89.0
Colorado,2020-06-28,226.0,92.0
Colorado,2020-07-05,260.0,110.0
Colorado,2020-07-12,407.0,98.0
Colorado,2020-07-19,450.0,99.0
Colorado,2020-07-26,615.0,99.0
Colorado,2020-08-02,482.0,108.0
Colorado,2020-08-09,448.0,108.0
Colorado,2020-08-16,336.0,95.0
Colorado,2020-08-23,270.0,78.0
Colorado,2020-08-30,267.0,63.0
Colorado,2020-09-06,244.0,85.0
Colorado,2020-09-13,264.0,71.0
Colorado,2020-09-20,459.0,75.0
Colorado,2020-09-27,584.0,66.0
Colorado,2020-10-04,569.0,51.0
Colorado,2020-10-11,731.0,54.0
Colorado,2020-10-18,1048.0,39.0
Colorado,2020-10-25,1267.0,13.0
Colorado,2020-11-01,1806.0,7.0
Colorado,2020-11-08,2928.0,12.0
Colorado,2020-11-15,3975.0,-9.0
Colorado,2020-11-22,4650.0,4.0
Colorado,2020-11-29,4191.0,-11.0
Colorado,2020-12-06,4405.0,-9.0
Colorado,2020-12-13,3971.0,-18.0
Colorado,2020-12-20,2911.0,-29.0
Colorado,2020-12-27,2516.0,-3.0
Colorado,2021-01-03,2011.0,-16.0
Colorado,2021-01-10,2837.0,-15.0
Colorado,2021-01-17,2201.0,-17.0
Colorado,2021-01-24,1685.0,-14.0
Colorado,2021-01-31,1441.0,-15.0
Colorado,2021-02-07,1230.0,-18.0
Colorado,2021-02-14,1074.0,-30.0
Colorado,2021-02-21,1117.0,-26.0
Connecticut,2020-04-19,766.0,8.0
Connecticut,2020-04-26,741.5,-11.5
Connecticut,2020-05-03,686.0,19.0
Connecticut,2020-05-10,627.0,37.0
Connecticut,2020-05-17,570.0,61.0
Connecticut,2020-05-24,432.0,74.0
Connecticut,2020-05-31,271.0,87.0
Connecticut,2020-06-07,221.0,60.0
Connecticut,2020-06-14,150.0,100.0
Connecticut,2020-06-21,114.0,108.0
Connecticut,2020-06-28,65.0,104.0
Connecticut,2020-07-05,71.0,68.0
Connecticut,2020-07-12,75.0,111.0
Connecticut,2020-07-19,106.0,113.0
Connecticut,2020-07-26,41.0,97.0
Connecticut,2020-08-02,130.0,92.0
Connecticut,2020-08-09,48.0,101.0
Connecticut,2020-08-16,76.0,97.0
Connecticut,2020-08-23,87.0,102.0
Connecticut,2020-08-30,130.0,81.0
Connecticut,2020-09-06,102.0,87.0
Connecticut,2020-09-13,89.0,86.0
Connecticut,2020-09-20,136.0,70.0
Connecticut,2020-09-27,136.0,60.0
Connecticut,2020-10-04,192.0,51.0
Connecticut,2020-10-11,123.0,48.0
Connecticut,2020-10-18,167.0,59.0
Connecticut,2020-10-25,434.0,39.0
Connecticut,2020-11-01,538.0,-2.0
Connecticut,2020-11-08,985.0,29.0
Connecticut,2020-11-15,1521.0,0.0
Connecticut,2020-11-22,2042.0,-6.0
Connecticut,2020-11-29,540.0,4.0
Connecticut,2020-12-06,1538.0,-3.0
Connecticut,2020-12-13,2414.0,0.0
Connecticut,2020-12-20,2319.0,-23.0
Connecticut,2020-12-27,1583.0,-11.0
Connecticut,2021-01-03,1696.0,-7.0
Connecticut,2021-01-10,2486.0,-17.0
Connecticut,2021-01-17,1878.0,-14.0
Connecticut,2021-01-24,1915.0,-14.0
Connecticut,2021-01-31,1267.0,-27.0
Connecticut,2021-02-07,937.0,-31.0
Connecticut,2021-02-14,869.0,-27.0
Connecticut,2021-02-21,547.0,-27.0
Delaware,2020-04-19,133.0,-11.0
Delaware,2020-04-26,186.0,-13.0
Delaware,2020-05-03,124.0,4.5
Delaware,2020-05-10,163.5,14.0
Delaware,2020-05-17,193.5,29.0
Delaware,2020-05-24,162.5,19.0
Delaware,2020-05-31,128.5,60.0
Delaware,2020-06-07,76.0,65.0
Delaware,2020-06-14,48.0,90.0
Delaware,2020-06-21,63.0,98.0
Delaware,2020-06-28,45.0,128.0
Delaware,2020-07-05,98.0,138.0
Delaware,2020-07-12,106.0,115.0
Delaware,2020-07-19,81.0,129.0
Delaware,2020-07-26,105.0,101.0
Delaware,2020-08-02,115.0,112.0
Delaware,2020-08-09,82.0,80.0
Delaware,2020-08-16,65.0,89.0
Delaware,2020-08-23,,
Delaware,2020-08-30,,
Delaware,2020-09-06,,
Delaware,2020-09-13,162.5,87.5
Delaware,2020-09-20,92.5,84.5
Delaware,2020-09-27,97.5,67.0
Delaware,2020-10-04,135.5,51.0
Delaware,2020-10-11,119.0,54.5
Delaware,2020-10-18,118.5,44.5
Delaware,2020-10-25,140.0,41.5
Delaware,2020-11-01,152.0,-2.5
Delaware,2020-11-08,180.0,23.0
Delaware,2020-11-15,267.5,-1.0
Delaware,2020-11-22,397.5,0.0
Delaware,2020-11-29,470.0,9.5
Delaware,2020-12-06,635.0,-11.5
Delaware,2020-12-13,807.5,-9.0
Delaware,2020-12-20,813.0,-34.0
Delaware,2020-12-27,589.5,-12.0
Delaware,2021-01-03,642.5,-5.5
Delaware,2021-01-10,808.0,-19.0
Delaware,2021-01-17,686.0,-10.0
Delaware,2021-01-24,649.0,-20.0
Delaware,2021-01-31,616.0,-32.5
Delaware,2021-02-07,286.0,-34.0
Delaware,2021-02-14,373.0,-34.0
Delaware,2021-02-21,253.5,-26.0
District of Columbia,2020-04-19,127.0,-61.0
District of Columbia,2020-04-26,161.0,-59.0
District of Columbia,2020-05-03,139.0,-56.0
District of Columbia,2020-05-10,193.0,-61.0
District of Columbia,2020-05-17,135.0,-43.0
District of Columbia,2020-05-24,117.0,-53.0
District of Columbia,2020-05-31,109.0,-42.0
District of Columbia,2020-06-07,79.0,-35.0
District of Columbia,2020-06-14,63.0,-30.0
District of Columbia,2020-06-21,32.0,-32.0
District of Columbia,2020-06-28,34.0,-29.0
District of Columbia,2020-07-05,35.0,-32.0
District of Columbia,2020-07-12,54.0,-35.0
District of Columbia,2020-07-19,50.0,-31.0
District of Columbia,2020-07-26,78.0,-40.0
District of Columbia,2020-08-02,58.0,-33.0
District of Columbia,2020-08-09,71.0,-33.0
District of Columbia,2020-08-16,65.0,-37.0
District of Columbia,2020-08-23,55.0,-27.0
District of Columbia,2020-08-30,57.0,-31.0
District of Columbia,2020-09-06,51.0,-35.0
District of Columbia,2020-09-13,36.0,-34.0
District of Columbia,2020-09-20,56.0,-32.0
District of Columbia,2020-09-27,52.0,-33.0
District of Columbia,2020-10-04,35.0,-35.0
District of Columbia,2020-10-11,75.0,-33.0
District of Columbia,2020-10-18,64.0,-33.0
District of Columbia,2020-10-25,50.0,-33.0
District of Columbia,2020-11-01,70.0,-41.0
District of Columbia,2020-11-08,86.0,-36.0
District of Columbia,2020-11-15,128.0,-35.0
District of Columbia,2020-11-22,156.0,-45.0
District of Columbia,2020-11-29,190.0,-43.0
District of Columbia,2020-12-06,157.0,-54.0
District of Columbia,2020-12-13,264.0,-49.0
District of Columbia,2020-12-20,238.0,-56.0
District of Columbia,2020-12-27,210.0,-46.0
District of Columbia,2021-01-03,225.0,-46.0
District of Columbia,2021-01-10,268.0,-49.0
District of Columbia,2021-01-17,320.0,-52.0
District of Columbia,2021-01-24,209.0,-46.0
District of Columbia,2021-01-31,224.0,-58.0
District of Columbia,2021-02-07,191.0,-56.0
District of Columbia,2021-02-14,137.0,-56.0
District of Columbia,2021-02-21,121.0,-59.0
Florida,2020-04-19,832.0,-52.0
Florida,2020-04-26,777.5,-52.0
Florida,2020-05-03,693.0,-36.0
Florida,2020-05-10,615.0,-26.0
Florida,2020-05-17,673.0,-28.0
Florida,2020-05-24,776.0,-22.0
Florida,2020-05-31,740.0,-20.0
Florida,2020-06-07,1270.0,-30.0
Florida,2020-06-14,1371.0,-14.0
Florida,2020-06-21,2783.0,-8.0
Florida,2020-06-28,5004.0,-11.0
Florida,2020-07-05,8530.0,-16.0
Florida,2020-07-12,9989.0,-19.0
Florida,2020-07-19,11466.0,-20.0
Florida,2020-07-26,10347.0,-20.0
Florida,2020-08-02,9344.0,-24.0
Florida,2020-08-09,7104.0,-18.0
Florida,2020-08-16,6229.0,-19.0
Florida,2020-08-23,4115.0,-28.0
Florida,2020-08-30,3197.0,-23.0
Florida,2020-09-06,3198.0,-20.0
Florida,2020-09-13,2472.0,-29.0
Florida,2020-09-20,3116.0,-24.0
Florida,2020-09-27,2541.0,-27.0
Florida,2020-10-04,2628.0,-33.0
Florida,2020-10-11,2251.0,-25.0
Florida,2020-10-18,3356.0,-21.0
Florida,2020-10-25,3662.0,-27.0
Florida,2020-11-01,4115.0,-22.0
Florida,2020-11-08,4651.0,-30.0
Florida,2020-11-15,5607.0,-39.0
Florida,2020-11-22,8409.0,-29.0
Florida,2020-11-29,6587.0,-23.0
Florida,2020-12-06,9994.0,-29.0
Florida,2020-12-13,9592.0,-28.0
Florida,2020-12-20,11541.0,-33.0
Florida,2020-12-27,11015.0,-23.0
Florida,2021-01-03,12075.0,-8.0
Florida,2021-01-10,15445.0,-30.0
Florida,2021-01-17,13720.0,-30.0
Florida,2021-01-24,11914.0,-22.0
Florida,2021-01-31,9594.0,-23.0
Florida,2021-02-07,7711.0,-31.0
Florida,2021-02-14,7515.0,-21.0
Florida,2021-02-21,6297.0,-15.0
Georgia,2020-04-19,682.0,-2.0
Georgia,2020-04-26,700.0,8.5
Georgia,2020-05-03,816.0,15.0
Georgia,2020-05-10,563.0,17.0
Georgia,2020-05-17,550.0,32.0
Georgia,2020-05-24,760.0,26.0
Georgia,2020-05-31,615.0,44.0
Georgia,2020-06-07,738.0,47.0
Georgia,2020-06-14,752.0,44.0
Georgia,2020-06-21,882.0,50.0
Georgia,2020-06-28,1714.0,28.0
Georgia,2020-07-05,2784.0,46.0
Georgia,2020-07-12,3184.0,41.0
Georgia,2020-07-19,3637.0,48.0
Georgia,2020-07-26,3406.0,41.0
Georgia,2020-08-02,3660.0,42.0
Georgia,2020-08-09,3182.0,42.0
Georgia,2020-08-16,3227.0,32.0
Georgia,2020-08-23,2592.0,28.0
Georgia,2020-08-30,2298.0,24.0
Georgia,2020-09-06,2066.0,35.0
Georgia,2020-09-13,1658.0,47.0
Georgia,2020-09-20,1847.0,34.0
Georgia,2020-09-27,1184.0,30.0
Georgia,2020-10-04,1275.0,31.0
Georgia,2020-10-11,1237.0,22.0
Georgia,2020-10-18,1297.0,41.0
Georgia,2020-10-25,1312.0,35.0
Georgia,2020-11-01,1491.0,24.0
Georgia,2020-11-08,2610.0,20.0
Georgia,2020-11-15,2982.0,12.0
Georgia,2020-11-22,3424.0,2.0
Georgia,2020-11-29,3038.0,4.0
Georgia,2020-12-06,5017.0,-14.0
Georgia,2020-12-13,5577.0,-8.0
Georgia,2020-12-20,6624.0,-14.0
Georgia,2020-12-27,6054.0,-2.0
Georgia,2021-01-03,9053.0,4.0
Georgia,2021-01-10,9790.0,-17.0
Georgia,2021-01-17,8596.0,-20.0
Georgia,2021-01-24,8068.0,-12.0
Georgia,2021-01-31,6384.0,-20.0
Georgia,2021-02-07,4842.0,-28.0
Georgia,2021-02-14,3721.0,-21.0
Georgia,2021-02-21,3336.0,-11.0
Hawaii,2020-04-19,7.0,-63.0
Hawaii,2020-04-26,4.0,-63.0
Hawaii,2020-05-03,1.0,-58.0
Hawaii,2020-05-10,1.0,-52.0
Hawaii,2020-05-17,1.0,-48.0
Hawaii,2020-05-24,1.0,-44.0
Hawaii,2020-05-31,1.0,-38.0
Hawaii,2020-06-07,1.0,-37.0
Hawaii,2020-06-14,6.0,-36.0
Hawaii,2020-06-21,8.0,-40.0
Hawaii,2020-06-28,15.0,-35.0
Hawaii,2020-07-05,20.0,-32.0
Hawaii,2020-07-12,28.0,-37.0
Hawaii,2020-07-19,21.0,-35.0
Hawaii,2020-07-26,27.0,-37.0
Hawaii,2020-08-02,86.0,-36.0
Hawaii,2020-08-09,172.0,-42.0
Hawaii,2020-08-16,202.0,-54.0
Hawaii,2020-08-23,228.0,-57.0
Hawaii,2020-08-30,264.0,-56.0
Hawaii,2020-09-06,211.0,-58.0
Hawaii,2020-09-13,129.0,-54.0
Hawaii,2020-09-20,109.0,-52.0
Hawaii,2020-09-27,90.0,-57.0
Hawaii,2020-10-04,98.0,-53.0
Hawaii,2020-10-11,83.0,-46.0
Hawaii,2020-10-18,90.0,-51.0
Hawaii,2020-10-25,88.0,-50.0
Hawaii,2020-11-01,68.0,-50.0
Hawaii,2020-11-08,99.0,-46.0
Hawaii,2020-11-15,117.0,-44.0
Hawaii,2020-11-22,94.0,-49.0
Hawaii,2020-11-29,113.0,-45.0
Hawaii,2020-12-06,85.0,-45.0
Hawaii,2020-12-13,104.0,-47.0
Hawaii,2020-12-20,136.0,-46.0
Hawaii,2020-12-27,125.0,-37.0
Hawaii,2021-01-03,104.0,-33.0
Hawaii,2021-01-10,125.0,-42.0
Hawaii,2021-01-17,162.0,-44.0
Hawaii,2021-01-24,115.0,-46.0
Hawaii,2021-01-31,109.0,-46.0
Hawaii,2021-02-07,84.0,-47.0
Hawaii,2021-02-14,57.0,-39.0
Hawaii,2021-02-21,43.0,-40.0
Idaho,2020-04-19,22.0,68.0
Idaho,2020-04-26,32.0,90.0
Idaho,2020-05-03,31.0,107.0
Idaho,2020-05-10,24.0,127.5
Idaho,2020-05-17,31.5,92.0
Idaho,2020-05-24,0.0,84.0
Idaho,2020-05-31,32.0,189.5
Idaho,2020-06-07,32.0,180.5
Idaho,2020-06-14,16.0,195.0
Idaho,2020-06-21,87.0,199.0
Idaho,2020-06-28,199.0,253.0
Idaho,2020-07-05,309.0,243.0
Idaho,2020-07-12,445.0,249.0
Idaho,2020-07-19,501.0,254.0
Idaho,2020-07-26,499.0,260.0
Idaho,2020-08-02,528.0,237.0
Idaho,2020-08-09,560.0,237.0
Idaho,2020-08-16,494.0,231.0
Idaho,2020-08-23,,
Idaho,2020-08-30,263.0,199.0
Idaho,2020-09-06,,
Idaho,2020-09-13,333.0,175.0
Idaho,2020-09-20,283.0,150.0
Idaho,2020-09-27,446.0,125.0
Idaho,2020-10-04,511.0,124.0
Idaho,2020-10-11,660.0,124.0
Idaho,2020-10-18,645.0,105.0
Idaho,2020-10-25,950.0,69.0
Idaho,2020-11-01,862.0,68.0
Idaho,2020-11-08,1265.0,51.0
Idaho,2020-11-15,1266.0,9.0
Idaho,2020-11-22,1310.0,26.0
Idaho,2020-11-29,1437.0,27.0
