state,date,daily_cases,percentage
Idaho,2020-12-06,1429.0,19.0
Idaho,2020-12-13,1582.0,12.0
Idaho,2020-12-20,1340.0,10.0
Idaho,2020-12-27,917.0,29.0
Idaho,2021-01-03,1122.0,28.0
Idaho,2021-01-10,1067.0,2.0
Idaho,2021-01-17,994.0,9.0
Idaho,2021-01-24,598.0,8.0
Idaho,2021-01-31,527.0,8.0
Idaho,2021-02-07,404.0,12.0
Idaho,2021-02-14,349.0,11.0
Idaho,2021-02-21,286.0,0.0
Illinois,2020-04-19,1223.0,-28.0
Illinois,2020-04-26,1939.0,-5.0
Illinois,2020-05-03,2256.0,10.0
Illinois,2020-05-10,2343.0,-2.0
Illinois,2020-05-17,2088.0,30.0
Illinois,2020-05-24,2294.0,36.0
Illinois,2020-05-31,1527.0,62.0
Illinois,2020-06-07,982.0,53.0
Illinois,2020-06-14,673.0,81.0
Illinois,2020-06-21,623.0,88.0
Illinois,2020-06-28,715.0,96.0
Illinois,2020-07-05,738.0,100.0
Illinois,2020-07-12,1018.0,78.0
Illinois,2020-07-19,1187.0,103.0
Illinois,2020-07-26,1426.0,105.0
Illinois,2020-08-02,1541.0,103.0
Illinois,2020-08-09,1759.0,114.0
Illinois,2020-08-16,1645.0,98.0
Illinois,2020-08-23,1832.0,95.0
Illinois,2020-08-30,1880.0,68.0
Illinois,2020-09-06,1992.0,88.0
Illinois,2020-09-13,1413.0,52.0
Illinois,2020-09-20,1943.0,84.0
Illinois,2020-09-27,1850.0,70.0
Illinois,2020-10-04,2164.0,33.0
Illinois,2020-10-11,2630.0,62.0
Illinois,2020-10-18,2866.0,24.0
Illinois,2020-10-25,4342.0,18.0
Illinois,2020-11-01,6110.0,1.0
Illinois,2020-11-08,7538.0,41.0
Illinois,2020-11-15,12623.0,-7.0
Illinois,2020-11-22,11891.0,1.0
Illinois,2020-11-29,9469.0,-13.0
Illinois,2020-12-06,9887.0,-11.0
Illinois,2020-12-13,8691.0,-24.0
Illinois,2020-12-20,7359.0,-26.0
Illinois,2020-12-27,6003.0,-12.0
Illinois,2021-01-03,5644.0,-27.0
Illinois,2021-01-10,6839.0,-33.0
Illinois,2021-01-17,5862.0,-30.0
Illinois,2021-01-24,4822.0,-34.0
Illinois,2021-01-31,3667.0,-34.0
Illinois,2021-02-07,3062.0,-44.0
Illinois,2021-02-14,2092.0,-46.0
Illinois,2021-02-21,1795.0,-43.0
Indiana,2020-04-19,487.0,13.0
Indiana,2020-04-26,539.0,64.5
Indiana,2020-05-03,653.0,100.0
Indiana,2020-05-10,633.0,67.0
Indiana,2020-05-17,501.0,61.0
Indiana,2020-05-24,492.0,75.0
Indiana,2020-05-31,475.0,129.0
Indiana,2020-06-07,407.0,156.0
Indiana,2020-06-14,398.0,166.0
Indiana,2020-06-21,356.0,178.0
Indiana,2020-06-28,362.0,178.0
Indiana,2020-07-05,366.0,206.0
Indiana,2020-07-12,512.0,149.0
Indiana,2020-07-19,685.0,157.0
Indiana,2020-07-26,917.0,157.0
Indiana,2020-08-02,852.0,157.0
Indiana,2020-08-09,822.0,169.0
Indiana,2020-08-16,1041.0,137.0
Indiana,2020-08-23,841.0,142.0
Indiana,2020-08-30,938.0,111.0
Indiana,2020-09-06,883.0,129.0
Indiana,2020-09-13,758.0,152.0
Indiana,2020-09-20,837.0,128.0
Indiana,2020-09-27,746.0,106.0
Indiana,2020-10-04,953.0,72.0
Indiana,2020-10-11,1281.0,106.0
Indiana,2020-10-18,1574.0,85.0
Indiana,2020-10-25,1732.0,56.0
Indiana,2020-11-01,2548.0,30.0
Indiana,2020-11-08,3698.0,71.0
Indiana,2020-11-15,5036.0,27.0
Indiana,2020-11-22,6710.0,17.0
Indiana,2020-11-29,5643.0,10.0
Indiana,2020-12-06,6597.0,13.0
Indiana,2020-12-13,6518.0,24.0
Indiana,2020-12-20,5898.0,-1.0
Indiana,2020-12-27,4662.0,13.0
Indiana,2021-01-03,4735.0,-7.0
Indiana,2021-01-10,5966.0,-10.0
Indiana,2021-01-17,3889.0,-4.0
Indiana,2021-01-24,3093.0,-9.0
Indiana,2021-01-31,2334.0,-14.0
Indiana,2021-02-07,1709.0,-18.0
Indiana,2021-02-14,1419.0,-21.0
Indiana,2021-02-21,923.0,-28.0
Iowa,2020-04-19,181.0,23.0
Iowa,2020-04-26,369.5,111.0
Iowa,2020-05-03,467.0,150.0
Iowa,2020-05-10,408.0,103.0
Iowa,2020-05-17,377.0,94.0
Iowa,2020-05-24,324.0,143.0
Iowa,2020-05-31,306.0,203.0
Iowa,2020-06-07,320.0,175.0
Iowa,2020-06-14,347.0,233.0
Iowa,2020-06-21,222.0,213.0
Iowa,2020-06-28,344.0,221.0
Iowa,2020-07-05,440.0,224.0
Iowa,2020-07-12,471.0,184.0
Iowa,2020-07-19,553.0,225.0
Iowa,2020-07-26,500.0,216.0
Iowa,2020-08-02,471.0,222.0
Iowa,2020-08-09,481.0,215.0
Iowa,2020-08-16,400.0,187.0
Iowa,2020-08-23,,
Iowa,2020-08-30,,
Iowa,2020-09-06,,
Iowa,2020-09-13,691.0,68.5
Iowa,2020-09-20,657.0,162.0
Iowa,2020-09-27,877.0,131.0
Iowa,2020-10-04,978.0,89.0
Iowa,2020-10-11,1161.0,141.0
Iowa,2020-10-18,969.0,92.0
Iowa,2020-10-25,1142.0,31.0
Iowa,2020-11-01,2072.0,33.0
Iowa,2020-11-08,2888.0,89.0
Iowa,2020-11-15,4667.0,24.0
Iowa,2020-11-22,3601.0,31.0
Iowa,2020-11-29,2461.0,10.0
Iowa,2020-12-06,2431.0,24.0
Iowa,2020-12-13,1397.0,21.0
Iowa,2020-12-20,1436.0,6.0
Iowa,2020-12-27,1407.0,-1.0
Iowa,2021-01-03,1350.0,-5.0
Iowa,2021-01-10,1641.0,-7.0
Iowa,2021-01-17,1366.0,-9.0
Iowa,2021-01-24,1219.0,-10.0
Iowa,2021-01-31,1010.0,-20.0
Iowa,2021-02-07,779.0,-22.0
Iowa,2021-02-14,629.0,-27.0
Iowa,2021-02-21,588.0,-23.0
Kansas,2020-04-19,84.0,36.0
Kansas,2020-04-26,171.5,93.5
Kansas,2020-05-03,196.0,102.0
Kansas,2020-05-10,271.0,109.0
Kansas,2020-05-17,181.0,104.0
Kansas,2020-05-24,118.0,135.0
Kansas,2020-05-31,80.0,114.0
Kansas,2020-06-07,75.0,130.0
Kansas,2020-06-14,73.0,153.0
Kansas,2020-06-21,109.0,153.0
Kansas,2020-06-28,177.0,162.0
Kansas,2020-07-05,252.0,142.0
Kansas,2020-07-12,453.0,132.0
Kansas,2020-07-19,462.0,130.0
Kansas,2020-07-26,475.0,130.0
Kansas,2020-08-02,293.0,122.0
Kansas,2020-08-09,361.0,152.0
Kansas,2020-08-16,525.0,119.0
Kansas,2020-08-23,487.0,91.0
Kansas,2020-08-30,543.0,107.0
Kansas,2020-09-06,228.0,98.0
Kansas,2020-09-13,465.0,78.5
Kansas,2020-09-20,436.0,117.0
Kansas,2020-09-27,408.0,89.0
Kansas,2020-10-04,374.0,88.0
Kansas,2020-10-11,337.0,92.0
Kansas,2020-10-18,345.0,86.0
Kansas,2020-10-25,621.0,30.0
Kansas,2020-11-01,535.0,22.0
Kansas,2020-11-08,898.0,61.0
Kansas,2020-11-15,455.0,25.0
Kansas,2020-11-22,585.0,32.0
Kansas,2020-11-29,355.0,9.0
Kansas,2020-12-06,308.0,13.0
Kansas,2020-12-13,429.0,14.0
Kansas,2020-12-20,271.0,12.0
Kansas,2020-12-27,137.0,6.0
Kansas,2021-01-03,374.0,-13.0
Kansas,2021-01-10,3950.0,-14.0
Kansas,2021-01-17,306.0,-10.0
Kansas,2021-01-24,187.0,6.0
Kansas,2021-01-31,77.0,-24.0
Kansas,2021-02-07,147.0,-8.0
Kansas,2021-02-14,63.0,-32.0
Kansas,2021-02-21,31.0,-29.0
Kentucky,2020-04-19,162.0,19.0
Kentucky,2020-04-26,145.0,53.0
Kentucky,2020-05-03,171.0,55.0
Kentucky,2020-05-10,159.0,55.0
Kentucky,2020-05-17,219.0,63.0
Kentucky,2020-05-24,134.0,52.0
Kentucky,2020-05-31,126.0,83.0
Kentucky,2020-06-07,272.0,98.0
Kentucky,2020-06-14,189.0,113.0
Kentucky,2020-06-21,202.0,118.0
Kentucky,2020-06-28,242.0,119.0
Kentucky,2020-07-05,218.0,125.0
Kentucky,2020-07-12,400.0,105.0
Kentucky,2020-07-19,454.0,117.0
Kentucky,2020-07-26,646.0,102.0
Kentucky,2020-08-02,572.0,101.0
Kentucky,2020-08-09,542.0,129.0
Kentucky,2020-08-16,612.0,93.0
Kentucky,2020-08-23,639.0,103.0
Kentucky,2020-08-30,748.0,80.0
Kentucky,2020-09-06,788.0,70.5
Kentucky,2020-09-13,658.0,95.0
Kentucky,2020-09-20,718.0,101.0
Kentucky,2020-09-27,784.0,79.0
Kentucky,2020-10-04,917.0,68.0
Kentucky,2020-10-11,989.0,77.0
Kentucky,2020-10-18,1182.0,78.0
Kentucky,2020-10-25,1303.0,67.0
Kentucky,2020-11-01,1811.0,35.0
Kentucky,2020-11-08,1709.0,50.0
Kentucky,2020-11-15,2336.0,27.0
Kentucky,2020-11-22,2911.0,13.0
Kentucky,2020-11-29,2427.0,15.0
Kentucky,2020-12-06,3601.0,-2.0
Kentucky,2020-12-13,3468.0,19.0
Kentucky,2020-12-20,2928.0,-2.0
Kentucky,2020-12-27,1976.0,1.0
Kentucky,2021-01-03,1500.0,-3.0
Kentucky,2021-01-10,4231.0,-12.0
Kentucky,2021-01-17,3227.0,-8.0
Kentucky,2021-01-24,2745.0,-3.0
Kentucky,2021-01-31,2601.0,-13.0
Kentucky,2021-02-07,2256.0,-18.0
Kentucky,2021-02-14,1537.0,-24.0
Kentucky,2021-02-21,1241.0,-28.0
Louisiana,2020-04-19,462.0,-15.0
Louisiana,2020-04-26,402.5,-6.5
Louisiana,2020-05-03,341.0,-3.0
Louisiana,2020-05-10,323.0,-4.0
Louisiana,2020-05-17,280.0,-14.0
Louisiana,2020-05-24,315.0,7.0
Louisiana,2020-05-31,305.0,1.0
Louisiana,2020-06-07,425.0,6.0
Louisiana,2020-06-14,442.0,10.0
Louisiana,2020-06-21,553.0,19.0
Louisiana,2020-06-28,882.0,-7.0
Louisiana,2020-07-05,1383.0,9.0
Louisiana,2020-07-12,1936.0,-5.0
Louisiana,2020-07-19,2089.0,-4.0
Louisiana,2020-07-26,2296.0,-4.0
Louisiana,2020-08-02,1735.0,-1.0
Louisiana,2020-08-09,1482.0,3.0
Louisiana,2020-08-16,1164.0,-2.0
Louisiana,2020-08-23,778.0,-2.0
Louisiana,2020-08-30,623.0,-25.0
Louisiana,2020-09-06,813.0,0.0
Louisiana,2020-09-13,464.0,0.0
Louisiana,2020-09-20,492.0,-5.0
Louisiana,2020-09-27,577.0,-20.0
Louisiana,2020-10-04,533.0,-4.0
Louisiana,2020-10-11,524.0,-6.0
Louisiana,2020-10-18,682.0,-2.0
Louisiana,2020-10-25,699.0,-6.0
Louisiana,2020-11-01,433.0,-13.0
Louisiana,2020-11-08,681.0,-14.0
Louisiana,2020-11-15,1266.0,-13.0
Louisiana,2020-11-22,2229.0,-17.0
Louisiana,2020-11-29,1235.0,-30.0
Louisiana,2020-12-06,2743.0,-30.0
Louisiana,2020-12-13,2426.0,-25.0
Louisiana,2020-12-20,3113.0,-34.0
Louisiana,2020-12-27,2565.0,-23.0
Louisiana,2021-01-03,3223.0,-28.0
Louisiana,2021-01-10,4467.0,-40.0
Louisiana,2021-01-17,3705.0,-32.0
Louisiana,2021-01-24,2138.0,-26.0
Louisiana,2021-01-31,2493.0,-29.0
Louisiana,2021-02-07,2041.0,-27.0
Louisiana,2021-02-14,1177.0,-46.0
Louisiana,2021-02-21,503.0,-55.0
Maine,2020-04-19,31.0,16.0
Maine,2020-04-26,16.0,27.0
Maine,2020-05-03,28.0,19.0
Maine,2020-05-10,32.0,45.0
Maine,2020-05-17,38.0,68.0
Maine,2020-05-24,58.0,145.0
Maine,2020-05-31,37.0,141.0
Maine,2020-06-07,36.0,122.0
Maine,2020-06-14,31.0,157.0
Maine,2020-06-21,25.0,257.0
Maine,2020-06-28,25.0,221.0
Maine,2020-07-05,34.0,255.0
Maine,2020-07-12,18.0,286.0
Maine,2020-07-19,19.0,261.0
Maine,2020-07-26,24.0,308.0
Maine,2020-08-02,24.0,288.0
Maine,2020-08-09,12.0,316.0
Maine,2020-08-16,18.0,322.0
Maine,2020-08-23,,
Maine,2020-08-30,,
Maine,2020-09-06,,
Maine,2020-09-13,159.0,221.0
Maine,2020-09-20,29.0,185.0
Maine,2020-09-27,29.0,160.0
Maine,2020-10-04,37.0,138.0
Maine,2020-10-11,30.0,130.0
Maine,2020-10-18,29.0,120.0
Maine,2020-10-25,31.0,86.0
Maine,2020-11-01,77.0,32.0
Maine,2020-11-08,146.0,56.0
Maine,2020-11-15,172.0,35.0
Maine,2020-11-22,173.0,23.0
Maine,2020-11-29,228.0,11.0
Maine,2020-12-06,249.0,8.0
Maine,2020-12-13,405.0,8.0
Maine,2020-12-20,426.0,-7.0
Maine,2020-12-27,339.0,11.0
Maine,2021-01-03,590.0,13.0
Maine,2021-01-10,535.0,0.0
Maine,2021-01-17,715.0,6.0
Maine,2021-01-24,386.0,1.0
Maine,2021-01-31,359.0,1.0
Maine,2021-02-07,266.0,-1.0
Maine,2021-02-14,200.0,-3.0
Maine,2021-02-21,134.0,8.0
Maryland,2020-04-19,711.0,-3.0
Maryland,2020-04-26,858.0,0.5
Maryland,2020-05-03,893.0,14.0
Maryland,2020-05-10,1046.0,20.0
Maryland,2020-05-17,982.0,66.0
Maryland,2020-05-24,958.0,47.0
Maryland,2020-05-31,839.0,103.0
Maryland,2020-06-07,807.0,82.0
Maryland,2020-06-14,500.0,114.0
Maryland,2020-06-21,377.0,93.0
Maryland,2020-06-28,338.0,125.0
Maryland,2020-07-05,380.0,131.0
Maryland,2020-07-12,465.0,105.0
Maryland,2020-07-19,707.0,114.0
Maryland,2020-07-26,860.0,76.0
Maryland,2020-08-02,892.0,100.0
Maryland,2020-08-09,775.0,83.0
Maryland,2020-08-16,755.0,74.0
Maryland,2020-08-23,520.0,113.0
Maryland,2020-08-30,577.0,88.0
Maryland,2020-09-06,614.0,66.0
Maryland,2020-09-13,512.0,88.0
Maryland,2020-09-20,599.0,87.0
Maryland,2020-09-27,412.0,71.0
Maryland,2020-10-04,477.0,54.0
Maryland,2020-10-11,501.0,66.0
Maryland,2020-10-18,575.0,64.0
Maryland,2020-10-25,590.0,65.0
Maryland,2020-11-01,897.0,19.0
Maryland,2020-11-08,1000.0,38.0
Maryland,2020-11-15,1477.0,19.0
Maryland,2020-11-22,2149.0,-1.0
Maryland,2020-11-29,2168.0,11.0
Maryland,2020-12-06,2220.0,-8.0
Maryland,2020-12-13,2643.0,0.0
Maryland,2020-12-20,2401.0,-24.0
Maryland,2020-12-27,2324.0,-15.0
Maryland,2021-01-03,2628.0,0.0
Maryland,2021-01-10,2970.0,-24.0
Maryland,2021-01-17,2948.0,-5.0
Maryland,2021-01-24,2167.0,-10.0
Maryland,2021-01-31,1939.0,-31.0
Maryland,2021-02-07,1500.0,-33.0
Maryland,2021-02-14,1137.0,-35.0
Maryland,2021-02-21,763.0,-23.0
Massachusetts,2020-04-19,1754.0,-7.0
Massachusetts,2020-04-26,2729.0,-23.0
Massachusetts,2020-05-03,1940.0,9.0
Massachusetts,2020-05-10,1612.0,23.0
Massachusetts,2020-05-17,1165.0,36.0
Massachusetts,2020-05-24,1042.0,55.0
Massachusetts,2020-05-31,617.0,75.0
Massachusetts,2020-06-07,494.0,58.0
Massachusetts,2020-06-14,304.0,94.0
Massachusetts,2020-06-21,228.0,102.0
Massachusetts,2020-06-28,226.0,94.0
Massachusetts,2020-07-05,210.0,83.0
Massachusetts,2020-07-12,213.0,115.0
Massachusetts,2020-07-19,234.0,99.0
Massachusetts,2020-07-26,287.0,98.0
Massachusetts,2020-08-02,414.0,100.0
Massachusetts,2020-08-09,418.0,119.0
Massachusetts,2020-08-16,329.0,102.0
Massachusetts,2020-08-23,313.0,107.0
Massachusetts,2020-08-30,398.0,89.0
Massachusetts,2020-09-06,304.0,95.0
Massachusetts,2020-09-13,366.0,81.0
Massachusetts,2020-09-20,313.0,76.0
Massachusetts,2020-09-27,481.0,59.0
Massachusetts,2020-10-04,592.0,43.0
Massachusetts,2020-10-11,535.0,45.0
Massachusetts,2020-10-18,587.0,54.0
Massachusetts,2020-10-25,976.0,39.0
Massachusetts,2020-11-01,1260.0,-12.0
Massachusetts,2020-11-08,1714.0,23.0
Massachusetts,2020-11-15,2648.0,22.0
Massachusetts,2020-11-22,2525.0,-7.0
Massachusetts,2020-11-29,2695.0,-5.0
Massachusetts,2020-12-06,5027.0,-12.0
Massachusetts,2020-12-13,5289.0,-16.0
Massachusetts,2020-12-20,4853.0,-28.0
Massachusetts,2020-12-27,4261.0,-14.0
Massachusetts,2021-01-03,4198.0,-10.0
Massachusetts,2021-01-10,6851.0,-23.0
Massachusetts,2021-01-17,5656.0,-19.0
Massachusetts,2021-01-24,4514.0,-19.0
Massachusetts,2021-01-31,3651.0,-26.0
Massachusetts,2021-02-07,2665.0,-35.0
Massachusetts,2021-02-14,2083.0,-30.0
Massachusetts,2021-02-21,1818.0,-29.0
Michigan,2020-04-19,1058.0,-9.0
Michigan,2020-04-26,983.0,45.5
Michigan,2020-05-03,977.0,103.0
Michigan,2020-05-10,566.0,55.0
Michigan,2020-05-17,459.0,82.0
Michigan,2020-05-24,501.0,147.0
Michigan,2020-05-31,348.0,126.0
Michigan,2020-06-07,304.0,168.0
Michigan,2020-06-14,223.0,181.0
Michigan,2020-06-21,228.0,228.0
Michigan,2020-06-28,340.0,211.0
Michigan,2020-07-05,406.0,309.0
Michigan,2020-07-12,622.0,224.0
Michigan,2020-07-19,745.0,241.0
Michigan,2020-07-26,641.0,264.0
Michigan,2020-08-02,793.0,245.0
Michigan,2020-08-09,721.0,269.0
Michigan,2020-08-16,868.0,252.0
Michigan,2020-08-23,527.0,235.0
Michigan,2020-08-30,843.0,193.0
Michigan,2020-09-06,795.0,194.0
Michigan,2020-09-13,970.0,179.0
Michigan,2020-09-20,766.0,162.0
Michigan,2020-09-27,996.0,148.0
Michigan,2020-10-04,1118.0,92.0
Michigan,2020-10-11,1323.0,127.0
Michigan,2020-10-18,1943.0,78.0
Michigan,2020-10-25,2046.0,62.0
Michigan,2020-11-01,3590.0,32.0
Michigan,2020-11-08,4397.0,68.0
Michigan,2020-11-15,7311.0,34.0
Michigan,2020-11-22,7886.0,27.0
Michigan,2020-11-29,6782.0,11.0
Michigan,2020-12-06,7433.0,10.0
Michigan,2020-12-13,5626.0,16.0
Michigan,2020-12-20,4541.0,-1.0
Michigan,2020-12-27,3514.0,7.0
Michigan,2021-01-03,3550.0,10.0
Michigan,2021-01-10,3908.0,-6.0
Michigan,2021-01-17,3001.0,4.0
Michigan,2021-01-24,2513.0,-5.0
Michigan,2021-01-31,2075.0,-4.0
Michigan,2021-02-07,1717.0,-7.0
Michigan,2021-02-14,1239.0,-14.0
Michigan,2021-02-21,1201.0,-16.0
Minnesota,2020-04-19,114.0,22.0
Minnesota,2020-04-26,187.5,83.5
Minnesota,2020-05-03,463.0,112.0
Minnesota,2020-05-10,702.0,67.0
Minnesota,2020-05-17,528.0,99.0
Minnesota,2020-05-24,699.0,121.0
Minnesota,2020-05-31,645.0,130.0
Minnesota,2020-06-07,403.0,145.0
Minnesota,2020-06-14,377.0,162.0
Minnesota,2020-06-21,356.0,183.0
Minnesota,2020-06-28,360.0,191.0
Minnesota,2020-07-05,414.0,181.0
Minnesota,2020-07-12,564.0,150.0
Minnesota,2020-07-19,572.0,177.0
Minnesota,2020-07-26,760.0,174.0
Minnesota,2020-08-02,725.0,197.0
Minnesota,2020-08-09,617.0,183.0
Minnesota,2020-08-16,690.0,173.0
Minnesota,2020-08-23,690.0,167.0
Minnesota,2020-08-30,717.0,144.0
Minnesota,2020-09-06,843.0,158.0
Minnesota,2020-09-13,467.0,92.0
Minnesota,2020-09-20,723.0,139.0
Minnesota,2020-09-27,925.0,118.0
Minnesota,2020-10-04,1066.0,63.0
Minnesota,2020-10-11,1039.0,110.0
Minnesota,2020-10-18,1369.0,41.0
Minnesota,2020-10-25,1627.0,-6.0
Minnesota,2020-11-01,2164.0,6.0
Minnesota,2020-11-08,3827.0,59.0
Minnesota,2020-11-15,5544.0,-15.0
Minnesota,2020-11-22,6794.0,-7.0
Minnesota,2020-11-29,6387.0,-1.0
Minnesota,2020-12-06,5794.0,4.0
Minnesota,2020-12-13,4430.0,-6.0
Minnesota,2020-12-20,2746.0,-9.0
Minnesota,2020-12-27,1884.0,-17.0
Minnesota,2021-01-03,1997.0,7.0
Minnesota,2021-01-10,2374.0,-1.0
Minnesota,2021-01-17,1487.0,-1.0
Minnesota,2021-01-24,1270.0,-14.0
Minnesota,2021-01-31,1072.0,-11.0
Minnesota,2021-02-07,988.0,-25.0
Minnesota,2021-02-14,898.0,-36.0
Minnesota,2021-02-21,776.0,-22.0
Mississippi,2020-04-19,181.0,-6.0
Mississippi,2020-04-26,248.5,5.0
Mississippi,2020-05-03,229.0,15.0
Mississippi,2020-05-10,288.0,19.0
Mississippi,2020-05-17,234.0,24.0
Mississippi,2020-05-24,263.0,38.0
Mississippi,2020-05-31,313.0,34.0
Mississippi,2020-06-07,270.0,38.0
Mississippi,2020-06-14,355.0,50.0
Mississippi,2020-06-21,168.0,55.0
Mississippi,2020-06-28,550.0,30.0
Mississippi,2020-07-05,680.0,41.0
Mississippi,2020-07-12,703.0,30.0
Mississippi,2020-07-19,1017.0,35.0
Mississippi,2020-07-26,1396.0,27.0
Mississippi,2020-08-02,1173.0,31.0
Mississippi,2020-08-09,1036.0,37.0
Mississippi,2020-08-16,644.0,23.0
Mississippi,2020-08-23,874.0,25.0
Mississippi,2020-08-30,626.0,10.0
Mississippi,2020-09-06,647.0,30.0
Mississippi,2020-09-13,426.0,35.0
Mississippi,2020-09-20,505.0,24.0
Mississippi,2020-09-27,552.0,20.0
Mississippi,2020-10-04,589.0,20.0
Mississippi,2020-10-11,578.0,15.0
Mississippi,2020-10-18,751.0,20.0
Mississippi,2020-10-25,795.0,14.0
Mississippi,2020-11-01,824.0,5.0
Mississippi,2020-11-08,766.0,7.0
Mississippi,2020-11-15,1256.0,5.0
Mississippi,2020-11-22,1395.0,3.0
Mississippi,2020-11-29,1005.0,5.0
Mississippi,2020-12-06,1942.0,-11.0
Mississippi,2020-12-13,2283.0,-3.0
Mississippi,2020-12-20,2205.0,-12.0
Mississippi,2020-12-27,2191.0,-1.0
Mississippi,2021-01-03,1943.0,-7.0
Mississippi,2021-01-10,1784.0,-21.0
Mississippi,2021-01-17,1948.0,-10.0
Mississippi,2021-01-24,1702.0,-9.0
Mississippi,2021-01-31,1528.0,-13.0
Mississippi,2021-02-07,825.0,-23.0
Mississippi,2021-02-14,784.0,-35.0
Mississippi,2021-02-21,544.0,-39.0
Missouri,2020-04-19,204.0,10.0
Missouri,2020-04-26,211.5,38.5
Missouri,2020-05-03,192.0,48.0
Missouri,2020-05-10,186.0,48.0
Missouri,2020-05-17,139.0,40.0
Missouri,2020-05-24,148.0,80.0
Missouri,2020-05-31,162.0,90.0
Missouri,2020-06-07,238.0,112.0
Missouri,2020-06-14,168.0,128.0
Missouri,2020-06-21,303.0,127.0
Missouri,2020-06-28,429.0,126.0
Missouri,2020-07-05,192.0,105.0
Missouri,2020-07-12,674.0,114.0
Missouri,2020-07-19,826.0,117.0
Missouri,2020-07-26,1278.0,106.0
Missouri,2020-08-02,1453.0,98.0
Missouri,2020-08-09,1067.0,128.0
Missouri,2020-08-16,1340.0,92.0
Missouri,2020-08-23,1167.0,106.0
Missouri,2020-08-30,1352.0,78.0
Missouri,2020-09-06,1423.0,91.0
Missouri,2020-09-13,1309.0,100.0
Missouri,2020-09-20,1444.0,103.0
Missouri,2020-09-27,1382.0,76.0
Missouri,2020-10-04,1241.0,68.0
Missouri,2020-10-11,1440.0,80.0
Missouri,2020-10-18,1874.0,60.0
Missouri,2020-10-25,1841.0,22.0
Missouri,2020-11-01,1927.0,2.0
Missouri,2020-11-08,2862.0,61.0
Missouri,2020-11-15,4553.0,18.0
Missouri,2020-11-22,4632.0,18.0
